id,title,imageurl,director,release_date,overview,genres
332562,스타 이즈 본,https://image.tmdb.org/t/p/w500/gQJm9QkcEXZBK4Pw3BUmvsDxc3D.jpg,51329,2018-10-03,"노래에 놀라운 재능을 가졌지만 외모에는 자신이 없는 무명가수 앨리(레이디 가가)는 공연을 하던 바에서 우연히 술을 마시러 온 톱스타 잭슨 메인(브래들리 쿠퍼)을 만나게 된다. 앨리의 매력에 빠지게 된 잭슨은 앨리에게 자신의 삶에 대해 말해주고, 앨리는 그런 잭슨에게 즉석에서 노래를 만들어준다. 다음 날 잭슨은 자신의 공연에 앨리를 불러 관중 앞에서 노래를 부를 기회를 주고, 순식간에 앨리는 유명해진다. 잭슨의 도움으로 앨리는 자기 안의 열정을 폭발시키며 최고의 스타로 거듭나지만, 잭슨은 어린 시절의 상처와 예술가적 고뇌 속에서 점점 무너져가는데...","[18, 10749]"
120,반지의 제왕: 반지 원정대,https://image.tmdb.org/t/p/w500/7uCvKNKKLRqYYyHIRpphi3yUE6Z.jpg,108,2001-12-18,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...","[12, 14, 28]"
10052,드래곤플라이,https://image.tmdb.org/t/p/w500/gs3fFBoiEaExy5x3m5yAQpmVhXs.jpg,4499,2002-02-22,시카고 메모리얼 병원의 응급의학과 과장이자 닥터인 조 대로우(Joe Darrow: 케빈 코스트너 분)는 해박한 의학 지식과 생사의 기로에 놓여있는 환자들의 생존 가능성을 판별해내는 능력 때문에 동료들과 환자들로부터 무척 존경받는 의사이다. 그러나 비극적인 사고로 그의 아내가 목숨을 잃자 그의 전문적인 의학 지식도 그에게 아무런 위안이 되지 못한다. 그의 아내 에밀리 대로우(Dr. Emily Darrow: 수잔나 톰슨 분)는 같은 병원의 소아과 종양학 전문 의사였으며 베네수엘라의 오지에서 원주민 환자들을 보살피던 중 타고 있던 버스가 추락하는 사고로 목숨을 잃는다. 그로부터 6개월이 지났건만 에밀리의 시신은 여전히 찾을 길이 없다. 조는 아내의 죽음 때문에 받은 충격에서 헤어나기 위해 주말이나 휴일도 없이 하루 20시간씩 병원에서 일만 한다. 급기야 그의 신경은 극도로 예민해지고 병원의 사무국장인 휴 캠벨(Hugh Campbell: 조 모튼 분)은 조에게 마음을 추스리도록 휴가를 가져보라고 권유한다. 병원의 동료 친구들과 이웃에 사는 법대 교수인 미리암 벨몬트(Miriam Belmont: 캐시 베이츠 분)가 그에게 정신적인 힘이 되어주려고 애쓰지만 조는 표현할 수 없는 슬픔 때문에 점점 사람들로부터 소외되어 간다.,[18]
429617,스파이더맨: 파 프롬 홈,https://image.tmdb.org/t/p/w500/3A2yZDX6JYIwnzGRMNtPeIaepab.jpg,1293994,2019-07-01,평범한 일상으로 돌아온 스파이더맨 ‘피터 파커’(톰 홀랜드)가 학교 친구들과 함께 떠난 유럽 여행에서 새로운 빌런들과 정체불명의 인물 ‘미스테리오’(제이크 질렌할)를 만나면서 벌어지는 이야기를 그린 마블 액션 블록버스터,"[28, 12, 878]"
446021,배드 타임즈: 엘 로얄에서 생긴 일,https://image.tmdb.org/t/p/w500/5eGttMg1QZQHgccdX9pLKD5vKQm.jpg,47506,2018-10-04,베트남전 당시 미국사회의 혼란상을 풍자한 스릴러 영화,"[53, 80, 9648, 18]"
351286,쥬라기 월드: 폴른 킹덤,https://image.tmdb.org/t/p/w500/ag1HBETIXBTDk6XxhlljuT3KIjy.jpg,51894,2018-06-06,"지상 최대의 테마파크 쥬라기 월드가 폐쇄된 지 3년 후.  이슬라 누블라의 활화산 시보산이 분화하려는 조짐을 보이자 조짐에 뉴스에서는 이와 더불어 공룡들의 보호에 관련된 시위나 소식들을 보도한다. 오웬(크리스 프렛)과 클레어(브라이스 달라스 하워드)는 벤자민 록우드(제임스 크롬웰)의 부탁으로 공룡들의 멸종을 막기 위해 이슬라 누블라 섬으로 떠난다. 한편 진화된 공룡들을 이용하려는 세력의 거대한 음모가 드러나고, 절대 지상에 존재해선 안될 위협적 공룡들이 마침내 세상 밖으로 등장하게 되는데...","[28, 12, 878]"
181808,스타워즈: 라스트 제다이,https://image.tmdb.org/t/p/w500/zRvMTCzUVnkdW9lno9HQwrigWSr.jpg,67367,2017-12-13,"악의 세력인 무자비한 퍼스트 오더가 은하계를 장악한 시대. 레아 장군(캐리 피셔)의 저항군은 힘겨운 싸움을 이어가고 있다. 그들의 유일한 희망은 마지막 제다이 루크 스카이워커(마크 해밀). 저항군은 승리의 불씨를 지필 마지막 희망을 찾아 레이를 과거의 영웅 루크에게 보낸다. 레이(데이지 리들리)는 우여곡절 끝에 루크를 찾아내지만, 자신의 잘못으로 레아의 아들 벤 솔로가 퍼스트 오더의 실세 카일로 렌이 되었다고 생각하는 루크는 함께 떠나자는 레이의 제안을 거절한다. 한편 레이는 알 수 없는 이유로 카일로 렌과 교감할 수 있게 된다.","[14, 12, 878, 28]"
11,스타워즈 에피소드 4: 새로운 희망,https://image.tmdb.org/t/p/w500/7XFfURIFCJxN1mfBg0SAjk5yGzg.jpg,1,1977-05-25,"공화국이 붕괴하고 제국이 수립된 뒤 20년, 제다이 기사단은 전멸하고 강력한 제국군의 횡포에 은하계는 공포에 휩싸여 있다. 그러던 중 공화국 재건을 노리는 반란군이 제국군의 비밀병기 데스스타 설계도를 훔쳐 달아나고 제국군은 이를 쫓는다. 하지만 결국 제국의 손에 붙잡히게 된 그들은 드로이드 R2-D2에 설계도를 넣어서 R2의 친구 C-3PO와 탈출시키는 데 성공하고, 두 드로이드 콤비는 타투인의 시골 마을에서 숙부와 함께 살고 있던 청년 루크 스카이워커에게 오게 되는데...","[12, 28, 878]"
449563,어쩌다 로맨스,https://image.tmdb.org/t/p/w500/p1Z9AlvIMYRHAS5zVI1HW1kXM7I.jpg,222470,2019-02-13,"사랑이 밥 먹여주냐? 로맨스를 믿지 않는 건축가. 머리를 다친 후 깨어보니, 로맨틱 코미디의 주인공이 되어 있다. 아름다운 세상이 악몽과도 같은 그녀. 정녕 해피 엔딩은 없는 걸까. 로맨틱 코미디가 돼버린 인생. 이걸 나보고 믿으라고?","[35, 14, 10749]"
502292,라스트 썸머,https://image.tmdb.org/t/p/w500/roxH78GESToUjfd6Tc973jV0Wu7.jpg,140151,2019-05-03,"이제 막 고등학교를 졸업한 시카고의 십 대들. 그들이 여름을 맞이한다. 자유로울 수 있는 마지막 기회. 사랑도 꿈도 불투명하지만, 마음이 원하는 길을 가고 싶다.","[35, 10749]"
297762,원더 우먼,https://image.tmdb.org/t/p/w500/oZGYR75RaSLQ8XdJIVerYnOdhFx.jpg,6884,2017-05-30,"수천년 간 존재를 숨긴 채 지구를 수호하던 데미스키라의 공주 다이애나(갤 가돗)는 어느 날 하늘에서 이상한 움직임을 포착한다. 1차 세계대전에 참전해 스파이 활동을 벌이다가 격추된 미국인 조종사 스티브(크리스 파인)가 해변에 불시착한 것. 태어나 처음으로 남성을 보게 된 다이애나는 호기심을 감추지 못하고, 데미스키라의 일원들은 그가 파멸을 가져올 수도 있음을 경고한다. 다이애나는 엄마이자 여왕인 히폴리타(코니 닐슨)의 반대에도 불구하고 나치군의 추격을 따돌리면서 그들의 생화학무기 공격을 비밀리에 막아야 하는 스티브를 따라나선다.","[12, 14, 10752, 10749]"
627,트레인스포팅,https://image.tmdb.org/t/p/w500/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg,2034,1996-02-23,"스코틀랜드 에딘버러의 뒷골목에 살고 있는 렌튼, 스퍼드, 벡비, 식보이, 토미는 아무런 희망 없이 하루하루를 살아간다. 이들에게 있어 유일한 즐거움은 마약을 하는 것이다. 이들은 마약을 사기 위해 강도 행각을 벌이고, 아기가 마약을 먹고 죽는 상황까지 벌어지게 된다. 그 후 백화점을 털던 스퍼드는 실형을 선고 받고, 렌튼은 끔찍한 과정을 거쳐 마약을 끊고 취직을 한다. 건실하던 토미는 에이즈로 죽고, 벡비는 장물아비로, 식보이는 포주 노릇을 한다. 하지만 이것도 잠시, 이들은 다시 모여 마약을 팔아 큰 돈을 챙기고, 렌튼은 친구들이 잠든 사이에 돈가방을 들고 혼자 달아나는 사건이 벌어지는데...","[18, 80]"
438674,드래그드 어크로스 콘크리트,https://image.tmdb.org/t/p/w500/fVG4a27ImyPS4vvNMjCtan3QhDl.jpg,1018106,2019-02-21,,"[18, 80, 28, 53]"
375262,더 페이버릿: 여왕의 여자,https://image.tmdb.org/t/p/w500/gRYzmzDAGrNhIiWtkih5OXsPB1i.jpg,122423,2018-11-23,절대 권력을 지닌 히스테릭한 영국의 여왕 ‘앤’(올리비아 콜맨). ​여왕의 오랜 친구이자 권력의 실세 ‘사라 제닝스’(레이첼 와이즈)와 ​신분 상승을 노리는 몰락한 귀족 가문 출신의 욕망 하녀 ​‘애비게일 힐’(엠마 스톤)은 여왕의 총애를 받기 위해 ​수단과 방법을 가리지 않고 발버둥치기 시작하는데…​,"[18, 36, 35]"
361292,서스페리아,https://image.tmdb.org/t/p/w500/l7RweYloEealQuhaaldcxDU5VS8.jpg,78160,2018-10-11,마담 블랑의 무용 아카데미에 들어가기 위해 미국에서 베를린으로 찾아온 소녀 수지 그리고 그 곳에서 겪는 기이하고 놀라운 경험,"[53, 9648, 27, 14]"
218043,레프트 비하인드: 휴거의 시작,https://image.tmdb.org/t/p/w500/90FdDXqIXGjMIxPRXr3fzPrP1ht.jpg,15358,2014-10-03,"대학생 '클로이'(캐시 톰슨)는 공항에서 성경에 관해 설교하는 여자로부터 유명 기자 '벅'(채드 마이클 머레이)을 구해준다. '클로이'는 아빠 '레이'(니콜라스 케이지)의 깜짝 생일 파티를 위해 고향을 찾아왔지만, 비행기 조종사인 '레이'는 호출을 받고 급하게 비행을 떠난다.  '레이'는 '벅'을 포함한 수많은 승객들을 태운 비행기에 탑승하고, 오랜만에 집으로 간 '클로이'는 이번엔 독실한 기독교 신자인 엄마와 말다툼을 벌인다. 기분 전환을 위해 어린 동생 '레이미'와 함께 쇼핑몰을 찾은 '클로이'. 그런데 별안간 전세계적으로 수많은 사람들이 옷가지만 남긴 채 흔적도 없이 사라져 버리는 일이 벌어진다. '레이미'도, '클로이'의 엄마도, 비행기 안 수많은 승객들도 감쪽같이 사라진 상황. 설상가상으로 '레이'와 '벅'이 타고 있던 비행기는 추락 위기에 처하고 마는데...","[53, 28, 878]"
